date,city,profil_cotier,température,humidity,vitesse_vent,precipitation,temp_lag1,humid_lag1,vitesse_vent_lag1,precip_lag1,temp_lag3,humid_lag3,vitesse_vent_lag3,precip_lag3,temp_lag7,humid_lag7,vitesse_vent_lag7,precip_lag7,mois,Weekend,Jours Fériés,saison,Vacances Scolaires,Ramadan,Nouvel An,Indice de Vague de Chaleur,Indice de Vague de Froid ,Indice de Pluie Intense,Indice de Tempête,Indice de sécheresse,boissons fraiches,boissons chaudes,snacks sucrés,snacks salés,produits laitiers frais,produits de jardinage,ustensiles jetables,crème solaire,équipements d urgence,soins hygiene,soins hydratants,Charbon,produits anti_moustiques
2020-03-15,Bizerte,Côtière,16,64,12,0,17,58,12,0,17,58,12,0,17,58,12,0,3,0,0,printemps/automne,0,0,0,0,0,0,0,1,25,19,21,18,21,3,6,8,5,8,5,8,0
2020-03-16,Bizerte,Côtière,15,73,17,0,16,64,12,0,16,64,12,0,16,64,12,0,3,0,0,printemps/automne,0,0,0,0,0,0,0,1,25,18,19,17,21,3,6,7,7,8,6,8,0
2020-03-17,Bizerte,Côtière,16,71,24,0,15,73,17,0,15,73,17,0,15,73,17,0,3,1,0,printemps/automne,0,0,0,0,0,0,0,1,25,20,20,18,24,4,9,6,7,8,7,6,0
2020-03-18,Bizerte,Côtière,15,71,17,0,16,71,24,0,16,71,24,0,16,71,24,0,3,0,0,printemps/automne,0,0,0,0,0,0,0,1,25,20,16,16,19,3,6,7,9,9,6,7,0
2020-03-19,Bizerte,Côtière,15,71,15,0,15,71,17,0,15,71,17,0,15,71,17,0,3,1,0,printemps/automne,0,0,0,0,0,0,0,1,24,21,21,19,21,5,10,6,6,7,6,8,0
2020-03-20,Bizerte,Côtière,16,70,22,0,15,71,15,0,15,71,15,0,15,71,15,0,3,0,1,printemps/automne,0,0,0,0,0,0,0,1,25,20,20,18,23,4,10,6,5,8,8,7,0
2020-03-21,Bizerte,Côtière,15,79,22,0,16,70,22,0,16,70,22,0,16,70,22,0,3,0,0,printemps/automne,0,0,0,0,0,0,0,1,25,20,19,21,23,2,6,5,8,9,5,7,0
2020-03-22,Bizerte,Côtière,16,75,15,0,15,79,22,0,15,79,22,0,15,79,22,0,3,1,0,printemps/automne,0,0,0,0,0,0,0,1,25,20,20,21,22,6,10,7,7,9,5,7,6
2020-03-23,Bizerte,Côtière,15,74,12,0,16,75,15,0,16,75,15,0,16,75,15,0,3,0,0,printemps/automne,0,0,0,0,0,0,0,1,25,17,19,24,23,3,5,6,7,9,4,6,0
2020-03-24,Bizerte,Côtière,14,73,23,0,15,74,12,0,15,74,12,0,15,74,12,0,3,0,0,printemps/automne,0,0,0,0,0,0,0,1,25,20,17,18,20,2,4,4,8,9,8,7,0
2020-03-25,Bizerte,Côtière,10,79,26,0,14,73,23,0,14,73,23,0,14,73,23,0,3,0,0,printemps/automne,0,0,0,0,0,0,0,1,24,19,20,20,22,1,3,4,8,8,7,6,0
2020-03-26,Bizerte,Côtière,10,59,16,0,10,79,26,0,10,79,26,0,10,79,26,0,3,0,0,printemps/automne,0,0,0,0,0,0,0,1,25,19,19,17,25,2,4,4,8,8,6,8,0
2020-03-27,Bizerte,Côtière,13,58,14,0,10,59,16,0,10,59,16,0,10,59,16,0,3,0,0,printemps/automne,0,0,0,0,0,0,0,1,26,20,21,19,22,3,5,3,6,8,5,8,0
2020-03-28,Bizerte,Côtière,14,71,10,0,13,58,14,0,13,58,14,0,13,58,14,0,3,0,0,printemps/automne,0,0,0,0,0,0,0,1,25,20,20,19,22,3,6,5,6,8,5,7,0
2020-03-29,Bizerte,Côtière,12,84,12,0,14,71,10,0,14,71,10,0,14,71,10,0,3,0,0,printemps/automne,0,0,0,0,0,0,0,1,25,20,21,18,24,2,4,3,5,8,5,6,5
2020-03-30,Bizerte,Côtière,13,74,11,0,12,84,12,0,12,84,12,0,12,84,12,0,3,1,0,printemps/automne,0,0,0,0,0,0,0,1,25,20,18,19,20,4,8,4,7,8,4,8,0
2020-03-31,Bizerte,Côtière,15,68,9,0,13,74,11,0,13,74,11,0,13,74,11,0,3,0,0,printemps/automne,0,0,0,0,0,0,0,1,25,19,20,21,23,4,6,7,8,7,5,8,0
2020-04-01,Bizerte,Côtière,16,67,14,0,15,68,9,0,15,68,9,0,15,68,9,0,4,0,0,printemps/automne,0,0,0,0,0,0,0,1,26,20,21,21,23,4,9,6,8,9,5,8,0
2020-04-02,Bizerte,Côtière,15,73,15,0,16,67,14,0,16,67,14,0,16,67,14,0,4,0,0,printemps/automne,0,0,0,0,0,0,0,1,26,21,21,21,21,3,8,5,6,7,5,8,0
2020-04-03,Bizerte,Côtière,14,81,14,0,15,73,15,0,15,73,15,0,15,73,15,0,4,0,0,printemps/automne,0,0,0,0,0,0,0,1,25,20,19,18,17,3,6,4,6,9,4,8,0
2020-04-04,Bizerte,Côtière,15,66,16,0,14,81,14,0,14,81,14,0,14,81,14,0,4,0,0,printemps/automne,0,0,0,0,0,0,0,1,26,21,17,18,20,4,10,6,7,7,4,7,0
2020-04-05,Bizerte,Côtière,15,63,10,0,15,66,16,0,15,66,16,0,15,66,16,0,4,0,0,printemps/automne,0,0,0,0,0,0,0,1,24,18,21,23,20,4,9,7,6,9,6,7,0
2020-04-06,Bizerte,Côtière,15,63,9,0,15,63,10,0,15,63,10,0,15,63,10,0,4,1,0,printemps/automne,0,0,0,0,0,0,0,1,26,19,20,17,21,7,17,6,6,8,5,7,0
2020-04-07,Bizerte,Côtière,15,65,10,0,15,63,9,0,15,63,9,0,15,63,9,0,4,0,0,printemps/automne,0,0,0,0,0,0,0,1,25,20,22,19,22,4,9,5,6,7,5,8,0
2020-04-08,Bizerte,Côtière,15,71,10,0,15,65,10,0,15,65,10,0,15,65,10,0,4,1,0,printemps/automne,0,0,0,0,0,0,0,1,25,20,18,19,21,7,16,6,7,8,5,8,0
2020-04-09,Bizerte,Côtière,16,68,10,0,15,71,10,0,15,71,10,0,15,71,10,0,4,0,1,printemps/automne,0,0,0,0,0,0,0,1,25,18,21,20,19,5,14,7,6,10,5,7,0
2020-04-10,Bizerte,Côtière,17,65,12,0,16,68,10,0,16,68,10,0,16,68,10,0,4,0,0,printemps/automne,0,0,0,0,0,0,0,1,25,18,21,17,22,4,9,8,7,9,6,8,6
2020-04-11,Bizerte,Côtière,17,67,11,0,17,65,12,0,17,65,12,0,17,65,12,0,4,0,0,printemps/automne,0,0,0,0,0,0,0,1,25,18,21,20,23,4,10,7,6,8,5,6,6
2020-04-12,Bizerte,Côtière,17,60,12,0,17,67,11,0,17,67,11,0,17,67,11,0,4,0,0,printemps/automne,0,0,0,0,0,0,0,1,24,17,23,24,22,3,10,8,5,8,6,8,5
2020-04-13,Bizerte,Côtière,18,62,18,0,17,60,12,0,17,60,12,0,17,60,12,0,4,0,0,printemps/automne,0,0,0,0,0,0,0,1,24,19,21,20,22,3,10,7,7,9,5,7,0
2020-04-14,Bizerte,Côtière,20,63,15,0,18,62,18,0,18,62,18,0,18,62,18,0,4,1,0,printemps/automne,0,0,0,0,0,0,0,1,25,15,19,20,21,7,19,9,8,8,5,8,8
2020-04-15,Bizerte,Côtière,19,71,14,0,20,63,15,0,20,63,15,0,20,63,15,0,4,0,0,printemps/automne,0,0,0,0,0,0,0,1,25,17,21,20,20,4,10,8,6,9,5,8,7
2020-04-16,Bizerte,Côtière,20,74,12,0,19,71,14,0,19,71,14,0,19,71,14,0,4,0,0,printemps/automne,0,0,0,0,0,0,0,1,25,14,16,19,19,3,10,7,7,6,5,7,9
2020-04-17,Bizerte,Côtière,21,70,12,0,20,74,12,0,20,74,12,0,20,74,12,0,4,1,0,printemps/automne,0,0,0,0,0,0,0,1,25,13,20,21,19,9,20,10,6,8,5,7,10
2020-04-18,Bizerte,Côtière,22,69,11,0,21,70,12,0,21,70,12,0,21,70,12,0,4,0,0,printemps/automne,0,0,0,0,0,0,0,1,25,13,20,18,19,4,12,9,7,8,6,8,12
2020-04-19,Bizerte,Côtière,22,62,14,0,22,69,11,0,22,69,11,0,22,69,11,0,4,0,0,printemps/automne,0,0,0,0,0,0,0,1,24,14,19,21,18,4,9,9,7,7,6,8,8
2020-04-20,Bizerte,Côtière,20,71,19,0,22,62,14,0,22,62,14,0,22,62,14,0,4,0,0,printemps/automne,0,0,0,0,0,0,0,1,25,14,20,18,18,3,10,7,7,8,5,7,7
2020-04-21,Bizerte,Côtière,20,54,19,0,20,71,19,0,20,71,19,0,20,71,19,0,4,0,0,printemps/automne,0,0,0,0,0,0,0,1,25,15,20,21,19,3,11,7,8,8,4,8,6
2020-04-22,Bizerte,Côtière,17,67,14,0,20,54,19,0,20,54,19,0,20,54,19,0,4,0,0,printemps/automne,0,0,0,0,0,0,0,1,26,19,19,20,24,3,11,7,6,7,4,7,6
2020-04-23,Bizerte,Côtière,18,67,14,0,17,67,14,0,17,67,14,0,17,67,14,0,4,1,0,printemps/automne,0,1,0,0,0,0,0,1,36,27,35,19,34,6,10,9,5,8,5,8,5
2020-04-24,Bizerte,Côtière,18,68,9,0,18,67,14,0,18,67,14,0,18,67,14,0,4,0,0,printemps/automne,0,1,0,0,0,0,0,1,35,26,25,25,32,4,10,7,6,8,6,8,7
2020-04-25,Bizerte,Côtière,20,67,11,0,18,68,9,0,18,68,9,0,18,68,9,0,4,0,0,printemps/automne,0,1,0,0,0,0,0,1,36,22,30,23,30,5,11,8,5,8,4,7,8
2020-04-26,Bizerte,Côtière,20,74,12,0,20,67,11,0,20,67,11,0,20,67,11,0,4,0,0,printemps/automne,0,1,0,0,0,0,0,1,35,20,37,30,29,4,9,9,8,8,5,8,9
2020-04-27,Bizerte,Côtière,20,70,10,0,20,74,12,0,20,74,12,0,20,74,12,0,4,1,0,printemps/automne,0,1,0,0,0,0,0,1,35,22,31,26,30,9,10,9,5,8,6,6,10
2020-04-28,Bizerte,Côtière,21,66,12,0,20,70,10,0,20,70,10,0,20,70,10,0,4,0,0,printemps/automne,0,1,0,0,0,0,0,1,35,21,29,25,27,4,10,9,7,9,6,8,9
2020-04-29,Bizerte,Côtière,19,68,16,0,21,66,12,0,21,66,12,0,21,66,12,0,4,0,0,printemps/automne,0,1,0,0,0,0,0,1,35,25,30,21,36,4,9,7,8,7,6,9,7
2020-04-30,Bizerte,Côtière,20,55,11,0,19,68,16,0,19,68,16,0,19,68,16,0,4,1,0,printemps/automne,0,1,0,0,0,0,0,1,35,21,26,25,28,9,12,7,7,8,6,8,7
2020-05-01,Bizerte,Côtière,22,50,12,0,20,55,11,0,20,55,11,0,20,55,11,0,5,0,1,printemps/automne,0,1,0,0,0,0,0,1,34,20,29,23,27,6,10,8,7,8,6,8,6
2020-05-02,Bizerte,Côtière,23,52,12,0,22,50,12,0,22,50,12,0,22,50,12,0,5,0,0,printemps/automne,0,1,0,0,0,0,0,1,36,20,28,25,31,4,11,10,5,7,7,8,8
2020-05-03,Bizerte,Côtière,24,49,14,0,23,52,12,0,23,52,12,0,23,52,12,0,5,0,0,printemps/automne,0,1,0,0,0,0,0,1,35,18,29,24,31,4,10,10,6,7,5,6,7
2020-05-04,Bizerte,Côtière,23,52,10,0,24,49,14,0,24,49,14,0,24,49,14,0,5,1,0,printemps/automne,0,1,0,0,0,0,0,1,35,19,32,22,35,7,10,9,6,8,7,8,8
2020-05-05,Bizerte,Côtière,25,53,12,0,23,52,10,0,23,52,10,0,23,52,10,0,5,0,0,printemps/automne,0,1,0,0,0,0,0,1,35,18,27,31,32,5,10,11,6,7,5,7,9
2020-05-06,Bizerte,Côtière,27,51,12,0,25,53,12,0,25,53,12,0,25,53,12,0,5,0,0,printemps/automne,0,1,0,0,0,0,0,1,35,16,26,28,27,5,10,9,6,8,6,7,9
2020-05-07,Bizerte,Côtière,23,62,19,0,27,51,12,0,27,51,12,0,27,51,12,0,5,0,0,printemps/automne,0,1,0,0,0,0,0,1,36,18,32,22,28,4,10,11,6,8,5,7,8
2020-05-08,Bizerte,Côtière,22,60,21,0,23,62,19,0,23,62,19,0,23,62,19,0,5,0,0,printemps/automne,0,1,0,0,0,0,0,1,35,20,30,26,24,3,10,10,9,6,6,7,7
2020-05-09,Bizerte,Côtière,22,63,16,0,22,60,21,0,22,60,21,0,22,60,21,0,5,0,0,printemps/automne,0,1,0,0,0,0,0,1,34,19,27,21,30,4,10,9,6,8,5,8,8
2020-05-10,Bizerte,Côtière,24,65,15,0,22,63,16,0,22,63,16,0,22,63,16,0,5,0,0,printemps/automne,0,1,0,0,0,0,0,1,35,17,34,26,36,4,10,7,6,7,4,9,12
2020-05-11,Bizerte,Côtière,23,53,16,0,24,65,15,0,24,65,15,0,24,65,15,0,5,0,0,printemps/automne,0,1,0,0,0,0,0,1,35,19,31,26,30,4,10,10,7,7,6,7,8
2020-05-12,Bizerte,Côtière,24,46,17,0,23,53,16,0,23,53,16,0,23,53,16,0,5,0,0,printemps/automne,0,1,0,0,0,0,0,1,35,16,29,23,32,4,11,9,7,6,6,7,7
2020-05-13,Bizerte,Côtière,26,49,15,0,24,46,17,0,24,46,17,0,24,46,17,0,5,1,0,printemps/automne,0,1,0,0,0,0,0,1,35,17,26,29,29,8,11,9,7,9,5,7,8
2020-05-14,Bizerte,Côtière,28,42,17,0,26,49,15,0,26,49,15,0,26,49,15,0,5,0,0,printemps/automne,0,1,0,0,0,0,0,1,34,16,27,28,28,3,8,10,6,9,6,9,8
2020-05-15,Bizerte,Côtière,23,49,17,0,28,42,17,0,28,42,17,0,28,42,17,0,5,0,0,printemps/automne,0,1,0,0,0,0,0,1,35,20,29,25,29,3,10,11,7,8,5,8,7
2020-05-16,Bizerte,Côtière,25,54,13,0,23,49,17,0,23,49,17,0,23,49,17,0,5,0,0,printemps/automne,0,1,0,0,0,0,0,1,35,17,21,32,27,5,9,11,4,8,5,8,10
2020-05-17,Bizerte,Côtière,23,62,21,0,25,54,13,0,25,54,13,0,25,54,13,0,5,0,0,printemps/automne,0,1,0,0,0,0,0,1,35,18,30,26,31,3,10,10,7,9,7,7,7
2020-05-18,Bizerte,Côtière,22,60,24,0,23,62,21,0,23,62,21,0,23,62,21,0,5,0,0,printemps/automne,0,1,0,0,0,0,0,1,34,19,25,21,31,3,9,10,7,8,7,8,6
2020-05-19,Bizerte,Côtière,21,53,16,0,22,60,24,0,22,60,24,0,22,60,24,0,5,0,0,printemps/automne,0,1,0,0,0,0,0,1,36,22,30,24,27,4,11,8,5,8,6,9,7
2020-05-20,Bizerte,Côtière,24,43,17,0,21,53,16,0,21,53,16,0,21,53,16,0,5,1,0,printemps/automne,0,1,0,0,0,0,0,1,35,17,32,24,27,7,9,8,8,7,5,8,8
2020-05-21,Bizerte,Côtière,23,45,18,0,24,43,17,0,24,43,17,0,24,43,17,0,5,0,0,printemps/automne,0,1,0,0,0,0,0,1,35,20,30,23,33,4,11,11,6,9,5,8,7
2020-05-22,Bizerte,Côtière,23,50,14,0,23,45,18,0,23,45,18,0,23,45,18,0,5,0,0,printemps/automne,0,1,0,0,0,0,0,1,35,20,29,25,30,4,10,11,6,8,4,8,9
2020-05-23,Bizerte,Côtière,22,55,12,0,23,50,14,0,23,50,14,0,23,50,14,0,5,1,0,printemps/automne,0,1,0,0,0,0,0,1,35,21,30,24,31,6,9,10,7,8,6,8,9
2020-05-24,Bizerte,Côtière,24,47,12,0,22,55,12,0,22,55,12,0,22,55,12,0,5,0,1,printemps/automne,0,0,0,0,0,0,0,1,25,13,22,21,17,6,22,9,6,8,5,9,9
2020-05-25,Bizerte,Côtière,23,50,13,0,24,47,12,0,24,47,12,0,24,47,12,0,5,0,1,printemps/automne,0,0,0,0,0,0,0,1,25,13,21,19,18,6,18,10,7,8,5,8,9
2020-05-26,Bizerte,Côtière,23,57,15,0,23,50,13,0,23,50,13,0,23,50,13,0,5,0,1,printemps/automne,0,0,0,0,0,0,0,1,25,13,16,21,18,5,17,11,7,6,6,7,7
2020-05-27,Bizerte,Côtière,22,55,17,0,23,57,15,0,23,57,15,0,23,57,15,0,5,0,0,printemps/automne,0,0,0,0,0,0,0,1,25,13,21,20,19,4,10,11,6,7,6,7,6
2020-05-28,Bizerte,Côtière,21,52,13,0,22,55,17,0,22,55,17,0,22,55,17,0,5,0,0,printemps/automne,0,0,0,0,0,0,0,1,25,13,20,18,22,5,9,10,7,7,7,8,6
2020-05-29,Bizerte,Côtière,23,54,15,0,21,52,13,0,21,52,13,0,21,52,13,0,5,1,0,printemps/automne,0,0,0,0,0,0,0,1,25,12,19,20,19,7,19,9,8,7,4,7,7
2020-05-30,Bizerte,Côtière,23,63,12,0,23,54,15,0,23,54,15,0,23,54,15,0,5,1,0,printemps/automne,0,0,0,0,0,0,0,1,26,13,18,21,22,8,21,11,6,9,4,8,9
2020-05-31,Bizerte,Côtière,22,61,14,0,23,63,12,0,23,63,12,0,23,63,12,0,5,0,0,printemps/automne,0,0,0,0,0,0,0,1,26,14,21,21,18,4,9,8,6,8,6,8,10
2020-06-01,Bizerte,Côtière,22,64,16,0,22,61,14,0,22,61,14,0,22,61,14,0,6,0,0,été,0,0,0,0,0,0,0,1,25,13,19,21,20,5,9,10,7,9,5,8,8
2020-06-02,Bizerte,Côtière,22,60,12,0,22,64,16,0,22,64,16,0,22,64,16,0,6,1,0,été,0,0,0,0,0,0,0,1,25,13,21,20,18,8,21,9,6,9,5,11,9
2020-06-03,Bizerte,Côtière,24,54,13,0,22,60,12,0,22,60,12,0,22,60,12,0,6,0,0,été,0,0,0,0,0,0,0,1,24,12,18,21,21,4,11,10,6,8,5,9,8
2020-06-04,Bizerte,Côtière,27,48,16,0,24,54,13,0,24,54,13,0,24,54,13,0,6,0,0,été,0,0,0,0,0,0,0,1,26,10,19,21,22,4,9,12,6,10,5,8,10
2020-06-05,Bizerte,Côtière,25,50,20,0,27,48,16,0,27,48,16,0,27,48,16,0,6,1,0,été,0,0,0,0,0,0,0,1,25,11,17,19,20,6,19,11,6,8,5,12,8
2020-06-06,Bizerte,Côtière,25,46,13,0,25,50,20,0,25,50,20,0,25,50,20,0,6,0,0,été,0,0,0,0,0,0,0,1,25,11,19,21,19,4,10,10,5,9,6,7,9
2020-06-07,Bizerte,Côtière,27,48,18,0,25,46,13,0,25,46,13,0,25,46,13,0,6,0,0,été,0,0,0,0,0,0,0,1,26,11,17,16,21,4,10,9,10,8,5,9,8
2020-06-08,Bizerte,Côtière,25,55,15,0,27,48,18,0,27,48,18,0,27,48,18,0,6,0,0,été,0,0,0,0,0,0,0,1,26,10,16,18,17,5,10,10,6,8,5,7,10
2020-06-09,Bizerte,Côtière,23,60,14,0,25,55,15,0,25,55,15,0,25,55,15,0,6,1,0,été,0,0,0,0,0,0,0,1,25,14,20,22,17,7,21,10,7,8,5,12,8
2020-06-10,Bizerte,Côtière,23,57,13,0,23,60,14,0,23,60,14,0,23,60,14,0,6,1,0,été,0,0,0,0,0,0,0,1,25,12,22,19,20,8,18,9,4,8,6,13,10
2020-06-11,Bizerte,Côtière,24,53,13,0,23,57,13,0,23,57,13,0,23,57,13,0,6,0,0,été,0,0,0,0,0,0,0,1,26,12,24,21,17,5,10,12,8,8,5,10,8
2020-06-12,Bizerte,Côtière,27,52,15,0,24,53,13,0,24,53,13,0,24,53,13,0,6,0,0,été,0,0,0,0,0,0,0,1,25,9,16,21,20,4,10,9,7,10,4,8,11
2020-06-13,Bizerte,Côtière,26,59,22,0,27,52,15,0,27,52,15,0,27,52,15,0,6,0,0,été,0,0,0,0,0,0,0,1,26,11,17,17,19,3,12,10,7,9,8,9,8
2020-06-14,Bizerte,Côtière,25,51,21,0,26,59,22,0,26,59,22,0,26,59,22,0,6,1,0,été,0,0,0,0,0,0,0,1,25,12,20,21,19,7,21,9,7,8,6,13,7
2020-06-15,Bizerte,Côtière,25,43,17,0,25,51,21,0,25,51,21,0,25,51,21,0,6,0,0,été,0,0,0,0,0,0,0,1,25,11,15,21,18,4,9,11,8,8,5,9,7
2020-06-16,Bizerte,Côtière,26,38,12,0,25,43,17,0,25,43,17,0,25,43,17,0,6,0,0,été,0,0,0,0,0,0,0,1,25,10,17,18,18,4,10,10,5,11,5,9,8
2020-06-17,Bizerte,Côtière,26,45,13,0,26,38,12,0,26,38,12,0,26,38,12,0,6,1,0,été,0,0,0,0,0,0,0,1,25,11,16,20,19,7,13,9,4,11,6,12,9
2020-06-18,Bizerte,Côtière,27,51,13,0,26,45,13,0,26,45,13,0,26,45,13,0,6,0,0,été,0,0,0,0,0,0,0,1,25,11,20,18,18,4,9,10,6,10,4,12,9
2020-06-19,Bizerte,Côtière,28,51,19,0,27,51,13,0,27,51,13,0,27,51,13,0,6,0,0,été,0,0,0,0,0,0,0,1,25,10,15,16,17,3,10,8,7,11,5,11,9
2020-06-20,Bizerte,Côtière,26,45,22,0,28,51,19,0,28,51,19,0,28,51,19,0,6,1,0,été,0,0,0,0,0,0,0,1,24,11,20,20,18,6,20,10,6,11,6,13,6
2020-06-21,Bizerte,Côtière,26,43,18,0,26,45,22,0,26,45,22,0,26,45,22,0,6,0,0,été,0,0,0,0,0,0,0,1,26,11,19,21,17,4,11,11,7,11,5,9,7
2020-06-22,Bizerte,Côtière,26,45,20,0,26,43,18,0,26,43,18,0,26,43,18,0,6,0,0,été,0,0,0,0,0,0,0,1,26,10,17,21,17,4,12,10,5,7,5,8,7
2020-06-23,Bizerte,Côtière,26,49,13,0,26,45,20,0,26,45,20,0,26,45,20,0,6,1,0,été,0,0,0,0,0,0,0,1,25,11,22,19,18,8,18,10,6,9,6,10,10
2020-06-24,Bizerte,Côtière,27,43,12,0,26,49,13,0,26,49,13,0,26,49,13,0,6,1,0,été,0,0,0,0,0,0,0,1,25,10,19,18,20,8,21,11,7,11,5,12,8
2020-06-25,Bizerte,Côtière,29,43,16,0,27,43,12,0,27,43,12,0,27,43,12,0,6,0,0,été,0,0,0,0,0,0,0,1,25,10,19,21,22,5,11,11,6,10,4,10,10
2020-06-26,Bizerte,Côtière,30,44,13,0,29,43,16,0,29,43,16,0,29,43,16,0,6,0,0,été,0,0,0,0,0,0,0,1,25,9,19,18,20,4,10,8,6,11,4,9,12
2020-06-27,Bizerte,Côtière,29,54,13,0,30,44,13,0,30,44,13,0,30,44,13,0,6,1,0,été,0,0,0,0,0,0,0,1,25,9,22,21,18,7,19,10,7,10,5,14,13
2020-06-28,Bizerte,Côtière,28,59,15,0,29,54,13,0,29,54,13,0,29,54,13,0,6,0,0,été,0,0,0,0,0,0,0,1,26,9,21,20,19,5,9,9,6,9,4,11,13
2020-06-29,Bizerte,Côtière,28,57,13,0,28,59,15,0,28,59,15,0,28,59,15,0,6,0,0,été,0,0,0,0,0,0,0,1,25,9,19,21,20,4,10,10,6,9,6,10,12
2020-06-30,Bizerte,Côtière,29,49,10,0,28,57,13,0,28,57,13,0,28,57,13,0,6,1,0,été,0,0,0,0,0,0,0,1,24,11,19,20,17,7,21,10,4,10,5,15,14
