date,city,profil_cotier,température,humidity,vitesse_vent,precipitation,temp_lag1,humid_lag1,vitesse_vent_lag1,precip_lag1,temp_lag3,humid_lag3,vitesse_vent_lag3,precip_lag3,temp_lag7,humid_lag7,vitesse_vent_lag7,precip_lag7,mois,Weekend,Jours Fériés,saison,Vacances Scolaires,Ramadan,Nouvel An,Indice de Vague de Chaleur,Indice de Vague de Froid ,Indice de Pluie Intense,Indice de Tempête,Indice de sécheresse,boissons fraiches,boissons chaudes,snacks sucrés,snacks salés,produits laitiers frais,produits de jardinage,ustensiles jetables,crème solaire,équipements d urgence,soins hygiene,soins hydratants,Charbon,produits anti_moustiques
2020-04-07,Kef,Intérieure,15,65,10,0,15,63,9,0,15,63,9,0,15,63,9,0,4,0,0,printemps/automne,0,0,0,0,0,0,0,1,24,17,22,20,23,5,5,4,8,7,5,3,0
2020-04-08,Kef,Intérieure,15,71,10,0,15,65,10,0,15,65,10,0,15,65,10,0,4,0,0,printemps/automne,0,0,0,0,0,0,0,1,24,16,20,20,24,5,5,5,6,8,5,5,0
2020-04-09,Kef,Intérieure,16,68,10,0,15,71,10,0,15,71,10,0,15,71,10,0,4,0,1,printemps/automne,0,0,0,0,0,0,0,1,26,15,23,21,23,7,6,4,7,8,5,4,0
2020-04-10,Kef,Intérieure,17,65,12,0,16,68,10,0,16,68,10,0,16,68,10,0,4,1,0,printemps/automne,0,0,0,0,0,0,0,1,25,16,21,20,20,8,9,5,6,7,4,5,0
2020-04-11,Kef,Intérieure,17,67,11,0,17,65,12,0,17,65,12,0,17,65,12,0,4,0,0,printemps/automne,0,0,0,0,0,0,0,1,25,14,19,23,22,5,5,5,7,8,6,4,0
2020-04-12,Kef,Intérieure,17,60,12,0,17,67,11,0,17,67,11,0,17,67,11,0,4,1,0,printemps/automne,0,0,0,0,0,0,0,1,26,15,21,21,21,8,9,5,7,8,5,5,0
2020-04-13,Kef,Intérieure,18,62,18,0,17,60,12,0,17,60,12,0,17,60,12,0,4,0,0,printemps/automne,0,0,0,0,0,0,0,1,25,16,20,20,22,4,6,5,7,7,5,4,0
2020-04-14,Kef,Intérieure,20,63,15,0,18,62,18,0,18,62,18,0,18,62,18,0,4,0,0,printemps/automne,0,0,0,0,0,0,0,1,25,12,18,19,18,4,7,4,6,8,5,5,0
2020-04-15,Kef,Intérieure,19,71,14,0,20,63,15,0,20,63,15,0,20,63,15,0,4,0,0,printemps/automne,0,0,0,0,0,0,0,1,26,13,21,21,21,5,6,6,6,8,4,4,6
2020-04-16,Kef,Intérieure,20,74,12,0,19,71,14,0,19,71,14,0,19,71,14,0,4,0,0,printemps/automne,0,0,0,0,0,0,0,1,25,12,20,19,19,5,6,5,7,8,4,4,7
2020-04-17,Kef,Intérieure,21,70,12,0,20,74,12,0,20,74,12,0,20,74,12,0,4,1,0,printemps/automne,0,0,0,0,0,0,0,1,26,11,20,20,21,7,10,5,7,8,5,5,5
2020-04-18,Kef,Intérieure,22,69,11,0,21,70,12,0,21,70,12,0,21,70,12,0,4,0,0,printemps/automne,0,0,0,0,0,0,0,1,25,11,20,21,20,5,7,7,6,9,5,5,7
2020-04-19,Kef,Intérieure,22,62,14,0,22,69,11,0,22,69,11,0,22,69,11,0,4,1,0,printemps/automne,0,0,0,0,0,0,0,1,25,10,18,21,18,9,11,7,7,7,5,4,0
2020-04-20,Kef,Intérieure,20,71,19,0,22,62,14,0,22,62,14,0,22,62,14,0,4,0,0,printemps/automne,0,0,0,0,0,0,0,1,25,11,18,19,19,3,6,6,9,8,4,5,0
2020-04-21,Kef,Intérieure,20,54,19,0,20,71,19,0,20,71,19,0,20,71,19,0,4,0,0,printemps/automne,0,0,0,0,0,0,0,1,25,12,21,20,18,5,5,6,7,6,5,5,0
2020-04-22,Kef,Intérieure,17,67,14,0,20,54,19,0,20,54,19,0,20,54,19,0,4,0,0,printemps/automne,0,0,0,0,0,0,0,1,26,16,22,22,23,5,6,5,7,9,5,4,0
2020-04-23,Kef,Intérieure,18,67,14,0,17,67,14,0,17,67,14,0,17,67,14,0,4,0,0,printemps/automne,0,1,0,0,0,0,0,1,36,20,27,27,29,5,5,5,8,8,5,5,0
2020-04-24,Kef,Intérieure,18,68,9,0,18,67,14,0,18,67,14,0,18,67,14,0,4,1,0,printemps/automne,0,1,0,0,0,0,0,1,36,26,34,24,34,9,5,5,5,8,6,4,0
2020-04-25,Kef,Intérieure,20,67,11,0,18,68,9,0,18,68,9,0,18,68,9,0,4,0,0,printemps/automne,0,1,0,0,0,0,0,1,35,20,32,29,30,6,6,6,6,7,5,4,6
2020-04-26,Kef,Intérieure,20,74,12,0,20,67,11,0,20,67,11,0,20,67,11,0,4,1,0,printemps/automne,0,1,0,0,0,0,0,1,36,18,31,27,28,8,6,4,7,8,5,5,5
2020-04-27,Kef,Intérieure,20,70,10,0,20,74,12,0,20,74,12,0,20,74,12,0,4,0,0,printemps/automne,0,1,0,0,0,0,0,1,35,21,29,31,29,5,6,6,8,9,5,4,6
2020-04-28,Kef,Intérieure,21,66,12,0,20,70,10,0,20,70,10,0,20,70,10,0,4,0,0,printemps/automne,0,1,0,0,0,0,0,1,34,16,29,24,29,5,6,5,8,8,6,4,6
2020-04-29,Kef,Intérieure,19,68,16,0,21,66,12,0,21,66,12,0,21,66,12,0,4,0,0,printemps/automne,0,1,0,0,0,0,0,1,34,20,30,24,31,5,6,5,6,9,6,5,0
2020-04-30,Kef,Intérieure,20,55,11,0,19,68,16,0,19,68,16,0,19,68,16,0,4,0,0,printemps/automne,0,1,0,0,0,0,0,1,35,20,26,21,25,5,8,6,6,6,4,4,0
2020-05-01,Kef,Intérieure,22,50,12,0,20,55,11,0,20,55,11,0,20,55,11,0,5,1,1,printemps/automne,0,1,0,0,0,0,0,1,35,13,26,21,20,9,22,6,7,7,4,5,0
2020-05-02,Kef,Intérieure,23,52,12,0,22,50,12,0,22,50,12,0,22,50,12,0,5,0,0,printemps/automne,0,1,0,0,0,0,0,1,36,17,29,22,29,6,11,5,6,7,5,5,0
2020-05-03,Kef,Intérieure,24,49,14,0,23,52,12,0,23,52,12,0,23,52,12,0,5,1,0,printemps/automne,0,1,0,0,0,0,0,1,37,15,28,25,27,9,10,7,4,7,5,4,6
2020-05-04,Kef,Intérieure,23,52,10,0,24,49,14,0,24,49,14,0,24,49,14,0,5,0,0,printemps/automne,0,1,0,0,0,0,0,1,35,17,30,25,27,7,10,7,7,8,5,4,6
2020-05-05,Kef,Intérieure,25,53,12,0,23,52,10,0,23,52,10,0,23,52,10,0,5,0,0,printemps/automne,0,1,0,0,0,0,0,1,35,14,24,28,28,6,11,7,9,7,6,4,6
2020-05-06,Kef,Intérieure,27,51,12,0,25,53,12,0,25,53,12,0,25,53,12,0,5,0,0,printemps/automne,0,1,0,0,0,0,0,1,35,13,27,30,28,6,11,10,5,8,6,4,6
2020-05-07,Kef,Intérieure,23,62,19,0,27,51,12,0,27,51,12,0,27,51,12,0,5,0,0,printemps/automne,0,1,0,0,0,0,0,1,35,16,30,22,26,5,10,8,8,8,6,4,5
2020-05-08,Kef,Intérieure,22,60,21,0,23,62,19,0,23,62,19,0,23,62,19,0,5,1,0,printemps/automne,0,1,0,0,0,0,0,1,36,16,31,24,25,8,9,5,9,8,8,5,5
2020-05-09,Kef,Intérieure,22,63,16,0,22,60,21,0,22,60,21,0,22,60,21,0,5,0,0,printemps/automne,0,1,0,0,0,0,0,1,35,18,31,22,25,5,12,7,8,7,4,5,6
2020-05-10,Kef,Intérieure,24,65,15,0,22,63,16,0,22,63,16,0,22,63,16,0,5,1,0,printemps/automne,0,1,0,0,0,0,0,1,34,15,27,24,26,9,11,7,8,9,5,4,7
2020-05-11,Kef,Intérieure,23,53,16,0,24,65,15,0,24,65,15,0,24,65,15,0,5,0,0,printemps/automne,0,1,0,0,0,0,0,1,34,17,26,22,28,5,10,7,7,6,6,4,5
2020-05-12,Kef,Intérieure,24,46,17,0,23,53,16,0,23,53,16,0,23,53,16,0,5,0,0,printemps/automne,0,1,0,0,0,0,0,1,34,15,26,24,27,5,10,6,6,6,5,4,0
2020-05-13,Kef,Intérieure,26,49,15,0,24,46,17,0,24,46,17,0,24,46,17,0,5,0,0,printemps/automne,0,1,0,0,0,0,0,1,35,13,29,30,28,6,11,8,7,8,6,4,5
2020-05-14,Kef,Intérieure,28,42,17,0,26,49,15,0,26,49,15,0,26,49,15,0,5,0,0,printemps/automne,0,1,0,0,0,0,0,1,36,13,26,28,29,4,9,9,5,8,3,5,5
2020-05-15,Kef,Intérieure,23,49,17,0,28,42,17,0,28,42,17,0,28,42,17,0,5,1,0,printemps/automne,0,1,0,0,0,0,0,1,35,17,31,21,27,10,11,7,7,8,6,6,0
2020-05-16,Kef,Intérieure,25,54,13,0,23,49,17,0,23,49,17,0,23,49,17,0,5,0,0,printemps/automne,0,1,0,0,0,0,0,1,36,14,25,29,27,6,9,7,6,8,3,4,5
2020-05-17,Kef,Intérieure,23,62,21,0,25,54,13,0,25,54,13,0,25,54,13,0,5,1,0,printemps/automne,0,1,0,0,0,0,0,1,36,16,30,22,28,8,11,7,7,9,7,5,0
2020-05-18,Kef,Intérieure,22,60,24,0,23,62,21,0,23,62,21,0,23,62,21,0,5,0,0,printemps/automne,0,1,0,0,0,0,0,1,35,17,23,23,29,4,10,6,10,7,7,4,0
2020-05-19,Kef,Intérieure,21,53,16,0,22,60,24,0,22,60,24,0,22,60,24,0,5,0,0,printemps/automne,0,1,0,0,0,0,0,1,35,19,25,20,32,4,9,6,8,8,5,5,0
2020-05-20,Kef,Intérieure,24,43,17,0,21,53,16,0,21,53,16,0,21,53,16,0,5,0,0,printemps/automne,0,1,0,0,0,0,0,1,35,16,29,26,30,5,11,7,8,7,5,5,0
2020-05-21,Kef,Intérieure,23,45,18,0,24,43,17,0,24,43,17,0,24,43,17,0,5,0,0,printemps/automne,0,1,0,0,0,0,0,1,35,18,31,26,25,5,9,7,8,7,5,5,0
2020-05-22,Kef,Intérieure,23,50,14,0,23,45,18,0,23,45,18,0,23,45,18,0,5,1,0,printemps/automne,0,1,0,0,0,0,0,1,35,16,29,27,31,10,9,6,6,8,5,4,0
2020-05-23,Kef,Intérieure,22,55,12,0,23,50,14,0,23,50,14,0,23,50,14,0,5,0,0,printemps/automne,0,1,0,0,0,0,0,1,36,16,29,22,30,7,9,6,8,7,5,5,6
2020-05-24,Kef,Intérieure,24,47,12,0,22,55,12,0,22,55,12,0,22,55,12,0,5,1,1,printemps/automne,0,0,0,0,0,0,0,1,25,12,18,22,20,11,17,6,5,7,5,4,5
2020-05-25,Kef,Intérieure,23,50,13,0,24,47,12,0,24,47,12,0,24,47,12,0,5,0,1,printemps/automne,0,0,0,0,0,0,0,1,25,10,21,21,19,7,21,7,7,8,5,4,0
2020-05-26,Kef,Intérieure,23,57,15,0,23,50,13,0,23,50,13,0,23,50,13,0,5,0,1,printemps/automne,0,0,0,0,0,0,0,1,25,11,21,21,19,8,22,7,7,7,5,5,6
2020-05-27,Kef,Intérieure,22,55,17,0,23,57,15,0,23,57,15,0,23,57,15,0,5,0,0,printemps/automne,0,0,0,0,0,0,0,1,25,12,20,21,20,5,10,8,6,8,5,5,0
2020-05-28,Kef,Intérieure,21,52,13,0,22,55,17,0,22,55,17,0,22,55,17,0,5,0,0,printemps/automne,0,0,0,0,0,0,0,1,25,13,20,20,18,5,12,5,7,6,6,5,0
2020-05-29,Kef,Intérieure,23,54,15,0,21,52,13,0,21,52,13,0,21,52,13,0,5,1,0,printemps/automne,0,0,0,0,0,0,0,1,25,10,18,20,20,7,20,7,7,8,5,5,6
2020-05-30,Kef,Intérieure,23,63,12,0,23,54,15,0,23,54,15,0,23,54,15,0,5,0,0,printemps/automne,0,0,0,0,0,0,0,1,26,11,20,19,21,6,11,6,6,9,6,4,8
2020-05-31,Kef,Intérieure,22,61,14,0,23,63,12,0,23,63,12,0,23,63,12,0,5,1,0,printemps/automne,0,0,0,0,0,0,0,1,25,10,19,23,22,10,17,7,7,8,5,5,0
2020-06-01,Kef,Intérieure,22,64,16,0,22,61,14,0,22,61,14,0,22,61,14,0,6,0,0,été,0,0,0,0,0,0,0,1,25,12,17,20,18,5,10,6,9,9,4,5,5
2020-06-02,Kef,Intérieure,22,60,12,0,22,64,16,0,22,64,16,0,22,64,16,0,6,0,0,été,0,0,0,0,0,0,0,1,25,11,19,20,20,5,10,6,8,8,4,6,5
2020-06-03,Kef,Intérieure,24,54,13,0,22,60,12,0,22,60,12,0,22,60,12,0,6,0,0,été,0,0,0,0,0,0,0,1,24,9,21,20,22,6,9,7,7,8,5,6,6
2020-06-04,Kef,Intérieure,27,48,16,0,24,54,13,0,24,54,13,0,24,54,13,0,6,0,0,été,0,0,0,0,0,0,0,1,25,9,19,21,15,5,8,10,7,10,5,5,6
2020-06-05,Kef,Intérieure,25,50,20,0,27,48,16,0,27,48,16,0,27,48,16,0,6,1,0,été,0,0,0,0,0,0,0,1,26,10,18,20,18,10,20,7,8,8,4,8,0
2020-06-06,Kef,Intérieure,25,46,13,0,25,50,20,0,25,50,20,0,25,50,20,0,6,0,0,été,0,0,0,0,0,0,0,1,26,10,19,22,19,5,9,6,8,8,5,5,5
2020-06-07,Kef,Intérieure,27,48,18,0,25,46,13,0,25,46,13,0,25,46,13,0,6,1,0,été,0,0,0,0,0,0,0,1,24,9,19,23,21,7,18,8,7,9,5,8,6
2020-06-08,Kef,Intérieure,25,55,15,0,27,48,18,0,27,48,18,0,27,48,18,0,6,0,0,été,0,0,0,0,0,0,0,1,25,11,17,21,18,5,9,6,9,8,4,7,6
2020-06-09,Kef,Intérieure,23,60,14,0,25,55,15,0,25,55,15,0,25,55,15,0,6,0,0,été,0,0,0,0,0,0,0,1,25,11,20,23,21,6,10,6,8,10,5,5,6
2020-06-10,Kef,Intérieure,23,57,13,0,23,60,14,0,23,60,14,0,23,60,14,0,6,0,0,été,0,0,0,0,0,0,0,1,25,12,19,18,20,5,11,6,6,9,5,6,5
2020-06-11,Kef,Intérieure,24,53,13,0,23,57,13,0,23,57,13,0,23,57,13,0,6,0,0,été,0,0,0,0,0,0,0,1,26,11,16,20,20,5,8,7,9,9,5,6,6
2020-06-12,Kef,Intérieure,27,52,15,0,24,53,13,0,24,53,13,0,24,53,13,0,6,1,0,été,0,0,0,0,0,0,0,1,24,9,22,16,20,8,17,7,8,11,6,10,7
2020-06-13,Kef,Intérieure,26,59,22,0,27,52,15,0,27,52,15,0,27,52,15,0,6,0,0,été,0,0,0,0,0,0,0,1,25,10,17,20,20,5,11,8,8,9,8,5,5
2020-06-14,Kef,Intérieure,25,51,21,0,26,59,22,0,26,59,22,0,26,59,22,0,6,1,0,été,0,0,0,0,0,0,0,1,25,10,18,19,18,8,18,7,7,8,7,9,0
2020-06-15,Kef,Intérieure,25,43,17,0,25,51,21,0,25,51,21,0,25,51,21,0,6,0,0,été,0,0,0,0,0,0,0,1,25,9,18,18,18,4,11,9,11,9,5,5,0
2020-06-16,Kef,Intérieure,26,38,12,0,25,43,17,0,25,43,17,0,25,43,17,0,6,0,0,été,0,0,0,0,0,0,0,1,26,9,16,21,17,5,10,6,8,11,8,5,6
2020-06-17,Kef,Intérieure,26,45,13,0,26,38,12,0,26,38,12,0,26,38,12,0,6,0,0,été,0,0,0,0,0,0,0,1,26,10,19,20,19,5,12,7,8,10,6,5,6
2020-06-18,Kef,Intérieure,27,51,13,0,26,45,13,0,26,45,13,0,26,45,13,0,6,0,0,été,0,0,0,0,0,0,0,1,25,9,18,18,19,5,10,6,7,10,5,5,7
2020-06-19,Kef,Intérieure,28,51,19,0,27,51,13,0,27,51,13,0,27,51,13,0,6,1,0,été,0,0,0,0,0,0,0,1,24,9,19,19,20,9,21,9,7,11,4,8,6
2020-06-20,Kef,Intérieure,26,45,22,0,28,51,19,0,28,51,19,0,28,51,19,0,6,0,0,été,0,0,0,0,0,0,0,1,25,10,17,20,20,4,10,8,9,10,7,6,0
2020-06-21,Kef,Intérieure,26,43,18,0,26,45,22,0,26,45,22,0,26,45,22,0,6,1,0,été,0,0,0,0,0,0,0,1,25,9,19,23,22,10,22,7,9,11,6,9,0
2020-06-22,Kef,Intérieure,26,45,20,0,26,43,18,0,26,43,18,0,26,43,18,0,6,0,0,été,0,0,0,0,0,0,0,1,25,9,15,21,19,5,10,8,8,11,5,5,0
2020-06-23,Kef,Intérieure,26,49,13,0,26,45,20,0,26,45,20,0,26,45,20,0,6,0,0,été,0,0,0,0,0,0,0,1,25,9,20,21,17,6,11,8,7,11,5,5,6
2020-06-24,Kef,Intérieure,27,43,12,0,26,49,13,0,26,49,13,0,26,49,13,0,6,0,0,été,0,0,0,0,0,0,0,1,25,9,17,19,20,6,11,7,8,9,4,5,5
2020-06-25,Kef,Intérieure,29,43,16,0,27,43,12,0,27,43,12,0,27,43,12,0,6,0,0,été,0,0,0,0,0,0,0,1,25,8,16,20,20,4,11,9,7,10,5,6,7
2020-06-26,Kef,Intérieure,30,44,13,0,29,43,16,0,29,43,16,0,29,43,16,0,6,1,0,été,0,0,0,0,0,0,0,1,25,8,20,20,16,8,17,10,6,10,4,10,8
2020-06-27,Kef,Intérieure,29,54,13,0,30,44,13,0,30,44,13,0,30,44,13,0,6,0,0,été,0,0,0,0,0,0,0,1,25,8,17,21,18,5,9,10,6,9,4,4,8
2020-06-28,Kef,Intérieure,28,59,15,0,29,54,13,0,29,54,13,0,29,54,13,0,6,1,0,été,0,0,0,0,0,0,0,1,24,9,17,17,17,9,19,9,7,11,5,8,7
2020-06-29,Kef,Intérieure,28,57,13,0,28,59,15,0,28,59,15,0,28,59,15,0,6,0,0,été,0,0,0,0,0,0,0,1,25,9,21,20,19,5,11,8,7,10,4,6,8
2020-06-30,Kef,Intérieure,29,49,10,0,28,57,13,0,28,57,13,0,28,57,13,0,6,0,0,été,0,0,0,0,0,0,0,1,25,8,13,18,19,5,9,10,8,9,4,5,7
2020-07-01,Kef,Intérieure,31,38,11,0,29,49,10,0,29,49,10,0,29,49,10,0,7,0,0,été,0,0,0,0,0,0,0,1,25,7,17,19,21,4,10,9,7,11,6,6,7
2020-07-02,Kef,Intérieure,31,40,12,0,31,38,11,0,31,38,11,0,31,38,11,0,7,0,0,été,0,0,0,0,0,0,0,1,24,8,19,18,20,5,10,11,9,10,6,6,6
